,자치구별,전용면적(㎡),계약년월,거래금액(만원),1m^2 전용면적당 거래금액(만원),계약연도,계약월
539,강남구,35.73,202006,79999,2238,2020,6
540,강남구,35.73,202006,84500,2364,2020,6
541,강남구,35.73,202006,79000,2211,2020,6
542,강남구,84.52,202006,149500,1768,2020,6
543,강남구,35.73,202006,81500,2280,2020,6
544,강남구,35.73,202006,81000,2267,2020,6
545,강남구,84.52,202006,146000,1727,2020,6
546,강남구,35.73,202006,84000,2350,2020,6
547,강남구,35.73,202006,86800,2429,2020,6
548,강남구,35.73,202006,87000,2434,2020,6
549,강남구,84.52,202007,147000,1739,2020,7
550,강남구,35.73,202007,84000,2350,2020,7
551,강남구,114.34,202008,175000,1530,2020,8
552,강남구,84.52,202008,151500,1792,2020,8
553,강남구,84.52,202009,149500,1768,2020,9
554,강남구,35.73,202009,88000,2462,2020,9
555,강남구,84.52,202009,144000,1703,2020,9
556,강남구,35.73,202009,85000,2378,2020,9
557,강남구,35.73,202010,84500,2364,2020,10
558,강남구,114.34,202010,185000,1617,2020,10
559,강남구,35.73,202010,90000,2518,2020,10
560,강남구,35.73,202010,90000,2518,2020,10
561,강남구,35.73,202011,88500,2476,2020,11
562,강남구,84.52,202012,160000,1893,2020,12
563,강남구,35.73,202012,91500,2560,2020,12
564,강남구,35.73,202012,91000,2546,2020,12
565,강남구,59.91,202002,89900,1500,2020,2
566,강남구,59.91,202002,91000,1518,2020,2
567,강남구,84.87,202003,74000,871,2020,3
568,강남구,84.87,202006,119500,1408,2020,6
