,자치구별,계약연도,계약월,전용면적(㎡),거래금액(만원),1m^2 전용면적당 거래금액(만원)
557,강남구,2019,5,59.96,33000,550
558,강남구,2019,5,62.15,58000,933
559,강남구,2019,4,79.61,140000,1758
560,강남구,2019,5,79.61,140000,1758
561,강남구,2019,7,79.61,165000,2072
562,강남구,2019,7,79.61,165000,2072
563,강남구,2019,8,79.61,168000,2110
564,강남구,2019,9,79.61,170000,2135
565,강남구,2019,9,79.61,160000,2009
566,강남구,2019,11,79.61,180000,2261
567,강남구,2019,12,78.93,184000,2331
568,강남구,2019,12,79.61,180000,2261
569,강남구,2019,1,81.42,143440,1761
570,강남구,2019,5,84.9,147850,1741
571,강남구,2019,6,81.42,145893,1791
572,강남구,2019,6,84.9,182114,2145
573,강남구,2019,7,84.9,170000,2002
574,강남구,2019,8,84.9,172847,2035
575,강남구,2019,8,84.9,189039,2226
576,강남구,2019,8,81.42,198859,2442
577,강남구,2019,9,103.94,81500,784
578,강남구,2019,4,72.78,53500,735
579,강남구,2019,5,128.62,185000,1438
580,강남구,2019,5,176.56,222000,1257
581,강남구,2019,5,128.62,190000,1477
582,강남구,2019,6,95.4,155000,1624
583,강남구,2019,6,176.56,224000,1268
584,강남구,2019,6,177.19,230000,1298
585,강남구,2019,6,177.19,234000,1320
586,강남구,2019,6,128.62,188000,1461
587,강남구,2019,6,128.62,208000,1617
588,강남구,2019,7,177.19,240000,1354
589,강남구,2019,7,95.4,177000,1855
590,강남구,2019,10,176.56,250000,1415
591,강남구,2019,11,95.4,184000,1928
592,강남구,2019,11,177.19,275000,1552
593,강남구,2019,12,95.4,195500,2049
594,강남구,2019,4,131.83,193000,1464
595,강남구,2019,7,84.81,179000,2110
596,강남구,2019,7,84.81,173000,2039
597,강남구,2019,9,84.81,188000,2216
598,강남구,2019,9,131.83,235000,1782
599,강남구,2019,9,84.81,176000,2075
600,강남구,2019,10,131.83,240000,1820
601,강남구,2019,10,131.83,239000,1812
602,강남구,2019,11,84.81,185000,2181
603,강남구,2019,11,84.81,175000,2063
604,강남구,2019,11,131.83,250000,1896
605,강남구,2019,11,131.83,260000,1972
606,강남구,2019,12,131.83,245000,1858
607,강남구,2019,12,165.08,285000,1726
608,강남구,2019,12,165.08,274000,1659
609,강남구,2019,12,84.81,192000,2263
610,강남구,2019,1,84.87,152000,1790
611,강남구,2019,7,131.83,218000,1653
612,강남구,2019,11,84.9876,103700,1220
613,강남구,2019,11,84.9876,100500,1182
614,강남구,2019,3,30.215,27000,893
615,강남구,2019,4,30.215,29500,976
616,강남구,2019,6,39.035,35000,896
617,강남구,2019,9,59.56,84000,1410
618,강남구,2019,3,123.8,99000,799
619,강남구,2019,10,132.96,158000,1188
620,강남구,2019,4,84.9914,103000,1211
621,강남구,2019,11,84.9943,115000,1353
622,강남구,2019,8,139.35,97000,696
623,강남구,2019,8,135.3,99000,731
624,강남구,2019,11,134.28,96000,714
625,강남구,2019,4,67.671,85000,1256
626,강남구,2019,4,67.671,79500,1174
627,강남구,2019,11,67.671,95000,1403
628,강남구,2019,6,132.59,81000,610
629,강남구,2019,7,113.84,97500,856
630,강남구,2019,11,111.08,116900,1052
631,강남구,2019,12,129.76,107000,824
632,강남구,2019,12,111.08,120000,1080
633,강남구,2019,12,52.65,49800,945
634,강남구,2019,6,102.2,84000,821
635,강남구,2019,6,103.09,93500,906
636,강남구,2019,8,83.64,88000,1052
637,강남구,2019,3,21.84,23803,1089
638,강남구,2019,3,45.16,49226,1090
639,강남구,2019,3,50.68,34400,678
640,강남구,2019,3,33.32,36322,1090
641,강남구,2019,3,21.84,23803,1089
642,강남구,2019,3,58.7,40000,681
643,강남구,2019,3,83.45,90963,1090
644,강남구,2019,3,21.24,23153,1090
645,강남구,2019,3,22.05,24033,1089
646,강남구,2019,3,21.84,23803,1089
647,강남구,2019,3,21.84,23803,1089
648,강남구,2019,3,23.1,25179,1090
649,강남구,2019,3,21.24,23153,1090
650,강남구,2019,3,21.84,23803,1089
651,강남구,2019,3,33.32,36322,1090
