,정류소번호,정류소명,X좌표,Y좌표,gu
52,1131,안국역.종로경찰서.인사동,126.9840715924,37.5760056461,종로구
53,1132,국민은행세검정지점,126.9608880061,37.6046629766,종로구
54,1133,세검정초등학교,126.9612198463,37.6025022799,종로구
55,1134,세검정.상명대,126.9587223861,37.6007325989,종로구
56,1135,상명대입구,126.958570225,37.5994133537,종로구
57,1136,하림각,126.9617068235,37.5981330665,종로구
58,1137,자하문터널입구.석파정,126.9636434993,37.5955935123,종로구
59,1138,부암동주민센터.무계원,126.9639574356,37.5927380599,종로구
60,1139,부암동주민센터.무계원,126.9651419211,37.5927861733,종로구
61,1140,자하문터널입구.석파정,126.9639775924,37.5955575712,종로구
62,1141,하림각,126.962215308,37.5981476478,종로구
63,1142,상명대입구.세검정교회,126.9592405649,37.5996163318,종로구
64,1143,세검정.상명대,126.9589342697,37.6005524553,종로구
65,1144,세검정초등학교,126.9614328894,37.6022680671,종로구
66,1146,국민은행세검정지점,126.9612088135,37.6047191923,종로구
67,1148,승가사입구,126.9563059978,37.6115844138,종로구
68,1149,구기동현대빌라,126.9564575503,37.6100355035,종로구
69,1150,구기터널한국고전번역원,126.9562103294,37.6086098941,종로구
70,1151,구기터널앞.한국고전번역원,126.9564166508,37.6083054034,종로구
71,1152,구기동,126.9585297928,37.6069644475,종로구
72,1153,구기동,126.9591017479,37.6070088003,종로구
73,1154,승가사입구,126.956482,37.61148,종로구
74,1155,갑을씨티텔앞,126.9635350292,37.6043709709,종로구
75,1156,평창파출소,126.9660432906,37.6053223656,종로구
76,1157,평창동주민센터,126.9695663093,37.6066073749,종로구
77,1158,일성아파트,126.9729985215,37.6087663115,종로구
78,1159,롯데아파트,126.9764662019,37.6104295575,종로구
79,1160,롯데아파트,126.976652,37.610248,종로구
80,1161,벽산평창힐스아파트,126.972797,37.60819,종로구
81,1162,예능교회,126.97,37.606517,종로구
82,1163,서울예술고등학교.평창동주민센터,126.9676276108,37.6057787606,종로구
83,1164,화정박물관,126.9648102665,37.6045038178,종로구
84,1165,강북삼성병원,126.9686004828,37.568145927,종로구
85,1167,독립문역,126.9594644024,37.5732126863,종로구
86,1168,서대문.서울시교육청,126.9645273358,37.5682538056,종로구
87,1169,서대문역사거리.적십자병원,126.9675878497,37.5671081521,종로구
88,1171,독립문,126.9615632709,37.5711733169,종로구
89,1172,창덕궁.서울돈화문국악당,126.9886000241,37.5774623333,종로구
90,1173,무교동,126.9802681756,37.5692423794,종로구
91,1174,청계1가.광교,126.9849267193,37.568684389,종로구
92,1175,청계2가.수표교,126.9906741813,37.5684371825,종로구
93,1176,청계4가.세운교,126.9964906282,37.5688691218,종로구
94,1177,청계5가.광장시장,126.9997973605,37.5694512793,종로구
95,1185,종로2가,126.9874612934,37.5692316483,종로구
96,1198,원남동,126.9973383362,37.5745325055,종로구
97,1199,창덕궁.서울돈화문국악당,126.9878777332,37.5771946373,종로구
98,1200,안국역.종로경찰서.인사동,126.9842425956,37.5757849018,종로구
99,1201,조계사,126.9832244185,37.5723660209,종로구
100,1202,조계사,126.9828258888,37.5724858087,종로구
101,1203,안국동,126.9827201116,37.5746105669,종로구
102,1204,종로5가.효제동,127.00223,37.5745,종로구
103,1205,종로5가.효제초등학교,127.0021442279,37.5728790133,종로구
104,1212,종로5가,127.0021826522,37.5705596025,종로구
105,1213,청계6가.동대문시장,127.0028494203,37.5698351103,종로구
106,1214,동대문,127.0084126252,37.5717262368,종로구
107,1215,충신동,127.006278812,37.5740223509,종로구
108,1217,충신동,127.0063433807,37.5744602778,종로구
109,1218,현대그룹빌딩,127.000533,37.575873,종로구
110,1219,통신대(이화장),127.002437,37.578043,종로구
111,1220,혜화역.마로니에공원,127.0022769364,37.5811194873,종로구
112,1221,혜화역.서울대병원입구,127.0019395272,37.5810636257,종로구
113,1222,통신대(이화장),127.0019937965,37.5781296741,종로구
114,1223,이화동(이화장),127.0006951494,37.576119355,종로구
115,1224,창경궁.서울대학교병원,126.9968717143,37.5788279947,종로구
116,1225,이화동(이화장),127.0032708172,37.5759372914,종로구
117,1226,혜화동로타리,127.0007246792,37.5857646257,종로구
118,1227,명륜동2가.성균관대입구,126.9993987623,37.5833334862,종로구
119,1228,혜화역.서울연극센터(장면총리가옥),127.0013281701,37.584022814,종로구
120,1229,혜화역.동성중고(장면총리가옥),127.0017176887,37.5845697705,종로구
121,1231,창신동두산아파트,127.0155555279,37.5740926792,종로구
122,1235,동묘역앞,127.0156014431,37.5716849566,종로구
123,1236,동묘역앞,127.0158879092,37.5718984771,종로구
124,1238,창신3동주민센터,127.015178,37.578413,종로구
125,1239,숭인1동주민센터,127.0155485759,37.5787720457,종로구
126,1240,종로구민회관숭인동,127.0158023517,37.5741800523,종로구
127,1243,신설동로타리,127.0227802373,37.5759288312,종로구
128,1245,동묘앞,127.0178163138,37.5737292199,종로구
129,1246,구기동현대빌라,126.956622,37.609682,종로구
130,1247,광장시장,126.9977437946,37.5694963125,종로구
131,1249,혜화경찰서,126.9974787875,37.5725807445,종로구
132,1250,서울역사박물관(경교장),126.9721318077,37.5699003386,종로구
133,1251,청계3가.관수교,126.9937793705,37.5686887917,종로구
134,1252,청계6가.버들다리,127.0080377075,37.5699303868,종로구
135,1253,청계7가.맑은내다리,127.0129554377,37.5699975315,종로구
136,1254,청계8가.영도교,127.0182311268,37.5709465856,종로구
137,1256,원남동사거리,126.9968333463,37.5758291633,종로구
138,1262,숭인동,127.0204373408,37.5742721533,종로구
139,1267,조계사,126.9831609226,37.572800338,종로구
140,1272,세종문화회관,126.9763658004,37.5733335205,종로구
141,1277,이화동(이화장),127.002955,37.576257,종로구
142,1278,상명대정문,126.9550207178,37.6016197182,종로구
143,1279,이북오도청,126.9558882973,37.6130503244,종로구
144,1286,상명대입구.세검정교회,126.9597921957,37.5994435122,종로구
145,1287,상명대입구,126.9581941404,37.5995718125,종로구
146,1288,종로중부새마을금고,127.0065911394,37.5724174899,종로구
147,1289,신설동로터리.신한은행앞.서울풍물시장,127.0231182769,37.5743860974,종로구
148,1291,청계2가.삼일교,126.9872214307,37.5684458702,종로구
149,1292,청계8가.황학교,127.0227870051,37.5721307298,종로구
150,1293,평창동삼성아파트,126.978368,37.610967,종로구
151,1294,안국역.종로경찰서.인사동,126.9855365486,37.5763329308,종로구
152,1295,안국역.종로경찰서.인사동,126.9848289423,37.5763382485,종로구
153,1296,창덕궁,126.9890031166,37.5772280879,종로구
154,1500,평창동주민센터,126.9668167021,37.605681218,종로구
155,1501,삼청공원,126.9816468946,37.5882276807,종로구
156,1502,수성동계곡,126.964246771,37.5820791626,종로구
157,1503,명륜3가종점,126.9928636796,37.5909483783,종로구
158,1504,명륜새마을금고,126.996704891,37.5876532654,종로구
159,1505,서대문3번출구,126.9662183105,37.5664160731,종로구
160,1506,낙산공원,127.0087215681,37.5804037213,종로구
161,1507,세탁소,126.9893670844,37.5814109836,종로구
162,1508,평화동물병원,126.9648837454,37.6048011982,종로구
163,1509,금융연수원,126.9815691643,37.5865984991,종로구
164,1510,한아름슈퍼,126.966603478,37.5809967425,종로구
165,1511,샘미용실,126.9932227051,37.5903095275,종로구
166,1512,서울국제고등학교,126.9972902593,37.5890715947,종로구
167,1513,평화동물병원,126.9652007897,37.6049806084,종로구
168,1514,적십자병원후문앞,126.9652272769,37.5675295356,종로구
169,1515,서울성곽.성대후문,126.9896320737,37.5892576959,종로구
170,1516,빨래터,126.9893714358,37.582659895,종로구
171,1517,세검초등학교,126.9614907597,37.6042522792,종로구
172,1518,삼청동주민센터,126.9819071619,37.5842638281,종로구
173,1519,통인시장,126.9687504304,37.5804530718,종로구
174,1520,양현관,126.9936043615,37.5897914226,종로구
175,1521,국민생활관,126.9988619666,37.5897456349,종로구
176,1522,오거리,126.9622629001,37.6070621164,종로구
177,1523,경희궁자이2.3단지,126.9640686009,37.5687871134,종로구
178,1524,창신쌍용2단지.한성대후문,127.0127581151,37.5812647965,종로구
179,1525,통일부,126.9859476734,37.5875948053,종로구
180,1526,원서고개,126.9878088426,37.583080553,종로구
181,1527,설악냉면,126.9591855785,37.6069799945,종로구
182,1528,종로5가입구,126.997541081,37.571747236,종로구
183,1529,삼청파출소,126.9812510491,37.581813662,종로구
184,1530,오거리,126.9695411172,37.5794963204,종로구
185,1531,명륜시장.성대후문,126.9952543092,37.5885110529,종로구
186,1532,혜화초등학교,126.9998516643,37.5872532276,종로구
187,1533,청련사입구,126.9624312007,37.6079803769,종로구
188,1534,영천시장,126.9628351888,37.5700050081,종로구
189,1535,명신초.삼선푸르지오.힐스테이트,127.014556281,37.5821062067,종로구
190,1536,감사원,126.9852900569,37.5862106518,종로구
191,1537,중앙중고,126.986965299,37.583092177,종로구
192,1538,인왕빌딩,126.9577443332,37.6079283311,종로구
193,1539,종묘공원,126.9933305456,37.5706349329,종로구
194,1540,국립민속박물관,126.9795533717,37.5792551846,종로구
195,1541,새마을금고앞,126.9711466491,37.5793687689,종로구
196,1542,새마을금고,126.996518051,37.5877370613,종로구
197,1543,혜화우체국,127.0006137149,37.5860376565,종로구
198,1544,언덕앞,126.9637921715,37.6089539753,종로구
199,1545,경희궁자이4단지,126.9621148375,37.5707022242,종로구
200,1546,종로센트레빌후문.e편한세상보문아파트,127.0161855253,37.5817743934,종로구
201,1547,사우디대사관앞.경남빌라,126.9850311776,37.5841056738,종로구
202,1548,안국선원.삼거리,126.984994076,37.5827909789,종로구
203,1549,구기터널입구,126.9567768927,37.6082046142,종로구
204,1550,종로3가.1.3.5호선,126.9921806628,37.5710729861,종로구
205,1551,경복궁,126.9793377561,37.576950157,종로구
206,1552,경복궁역,126.9722764647,37.5766774815,종로구
207,1553,소나무집,126.964110466,37.6112770717,종로구
208,1554,독립문역3번출구,126.9597453483,37.5728784775,종로구
209,1555,청룡사.보문파크뷰자이아파트,127.01700714,37.5800189539,종로구
210,1556,북촌한옥마을.돈미약국,126.9849422317,37.5815997311,종로구
211,1557,마트앞,126.9586668762,37.6069014195,종로구
212,1558,창덕궁,126.9906200153,37.5760892484,종로구
213,1559,세종문화회관,126.9765789285,37.5724108452,종로구
214,1560,혜화역3번출구,127.0019214153,37.5812159103,종로구
215,1561,아름다운실버,126.965463701,37.6120100581,종로구
216,1562,독립문초등학교,126.9607207234,37.5738474794,종로구
217,1563,종로센트레빌아파트,127.0156926979,37.5803534405,종로구
218,1564,가회동주민센터,126.9848497239,37.5799390098,종로구
219,1565,문방구,126.9579797248,37.6062686142,종로구
220,1566,원남로터리,126.997511497,37.5762373738,종로구
221,1567,보현산신각,126.9657790521,37.6134825236,종로구
222,1568,천사유치원,126.9618603707,37.5746480221,종로구
223,1569,쌍용아파트입구.창신역,127.0149635738,37.580511226,종로구
224,1570,아름다운가게.정독도서관,126.9850220301,37.5788991733,종로구
225,1571,산정빌라,126.9574922002,37.6051519935,종로구
226,1572,이화사거리,127.0020107348,37.5764698644,종로구
227,1573,혜원사,126.9676873462,37.6143102577,종로구
228,1574,무악현대아파트후문,126.962001046,37.5763060751,종로구
229,1576,헌법재판소.안국역,126.9856755706,37.5775584314,종로구
230,1577,청구빌라,126.9569839726,37.6046102563,종로구
231,1578,서울대장례식장,126.9995029662,37.5781188768,종로구
232,1579,서울사대초.중교,127.0024794898,37.5775673842,종로구
233,1580,화인빌라,126.9685386165,37.6129345305,종로구
234,1581,넓은마당,126.9628880463,37.5752728058,종로구
235,1582,창신초등학교,127.0153885503,37.5769032044,종로구
236,1583,수운회관,126.986517218,37.5751598262,종로구
237,1584,상명대후문,126.9573354115,37.6040255786,종로구
238,1585,혜화역2번출구,127.002256557,37.5811483226,종로구
239,1586,힐탑,126.9690205751,37.6116055569,종로구
240,1587,신학대학교총회본부,126.9634445669,37.5739763092,종로구
241,1589,낙원상가,126.9872918609,37.5736776169,종로구
242,1590,완성빌라,126.9575011241,37.6034020863,종로구
243,1591,장례식장,126.9974309648,37.5805553988,종로구
244,1592,혜화역1번출구,127.0019407215,37.5834542178,종로구
245,1593,파라과이대사관,126.9699479367,37.6124059606,종로구
246,1594,한국사회과학자료원,126.9641432573,37.5736332076,종로구
247,1595,동묘역,127.0142453819,37.5726943506,종로구
248,1596,금강제화,126.9874384317,37.5705445369,종로구
249,1597,경진빌라,126.9578303612,37.6020037175,종로구
250,1598,성균관대학교앞,126.9993659265,37.5833082555,종로구
251,1599,광화문한국통신.KT,126.977317218,37.5719018726,종로구
252,1607,임마누엘제4천사의집,126.9707007997,37.6134063548,종로구
253,1667,종로문화센터,126.9646261961,37.5746470811,종로구
254,1682,동대문역.2번출구,127.0117218002,37.5720494465,종로구
255,1683,종각역YMCA,126.9850714936,37.5703393522,종로구
256,1684,서교빌라,126.9571553655,37.601989057,종로구
257,1685,적선동.경복궁역,126.9724733176,37.5770722054,종로구
258,1686,연건동,127.0007449647,37.5761256624,종로구
259,1697,성대입구,126.998853007,37.5832668015,종로구
260,1698,무애사,126.9718458037,37.6139004282,종로구
261,1699,단군성전앞,126.9653175119,37.5755600915,종로구
262,1702,동대문종합시장,127.0061400046,37.571176058,종로구
263,1714,상명초등학교,126.956715418,37.6009238115,종로구
264,1720,법련사,126.9796650539,37.5765879752,종로구
265,1721,광화문새마을금고,126.9710277184,37.5794930902,종로구
266,1722,성균관대학교,126.9972179386,37.5850311082,종로구
267,1723,제1놀이터,126.9741212409,37.6145722576,종로구
268,1724,활터앞,126.9653293849,37.5768126115,종로구
269,1725,종로5가.3번출구,127.0020898456,37.5714192458,종로구
270,1727,인사동입구,126.983296967,37.5719470235,종로구
271,1728,정독도서관,126.9802007494,37.580191528,종로구
272,1729,오거리,126.9697392663,37.5794684375,종로구
273,1732,밀알기도원,126.9757438761,37.6163963984,종로구
274,1733,창경궁.고궁호텔.메이플레이스호텔,126.9974492169,37.5765581609,종로구
275,1762,광화문,126.9738331615,37.5703260433,종로구
276,1763,종로1가,126.9804546746,37.5703561602,종로구
277,1764,종로1가,126.9808260992,37.569954334,종로구
278,1766,종로2가,126.9855751378,37.5699685262,종로구
279,1767,종로3가,126.9899070495,37.5704877661,종로구
280,1768,종로3가,126.9909932186,37.5701024255,종로구
281,1769,종로4가,126.9968799905,37.5704208133,종로구
282,1771,동대문종합시장종로6가,127.0032060634,37.5707920608,종로구
283,1776,종로도서관,126.9671251598,37.5764842271,종로구
284,1777,경복궁역,126.9715056448,37.5761780936,종로구
285,1778,경복궁역,126.971315603,37.5757554359,종로구
286,1779,안국역,126.9852772375,37.5765590725,종로구
287,1780,안국역,126.9855059829,37.5763185096,종로구
288,1781,창덕궁,126.9889000511,37.5774767793,종로구
289,1782,성대입구,126.9997033431,37.5835875947,종로구
290,1790,종로사우나,126.9877503526,37.5738011149,종로구
291,1791,엄마분식,126.9557163281,37.6012424257,종로구
292,1792,삼청파출소,126.9813258198,37.58164517,종로구
293,1793,통인시장,126.9687504797,37.5803350289,종로구
294,1794,종로5가역,127.0000249058,37.570671358,종로구
295,1795,사슴목장,126.9770474423,37.6172373713,종로구
296,1796,배화여중고,126.9676775367,37.5767673222,종로구
297,1797,대학로입구.이화사거리,127.0025801998,37.5759841652,종로구
298,1798,운현궁,126.9869813803,37.5752716136,종로구
299,1799,상명대입구,126.9569583018,37.6000210109,종로구
300,1800,삼청동주민센터,126.9822105151,37.5846846831,종로구
301,1801,박노수미술관,126.9668944502,37.5810265604,종로구
302,1802,명동의류,126.9783685436,37.616304998,종로구
303,1803,사직동주민센터,126.9689039095,37.5762206893,종로구
304,1804,충신시장,127.005404874,37.5749766498,종로구
305,1805,안국역2번출구앞,126.9861183272,37.5771728174,종로구
306,1807,금융연수원,126.981847891,37.5858776706,종로구
307,1809,감람산기도원,126.9798729651,37.6159439291,종로구
308,1810,카센터.터널앞,126.96585932,37.5741644592,종로구
309,1812,재동초등학교,126.9853617134,37.578791085,종로구
310,1813,하림각,126.9622528507,37.597810653,종로구
311,1814,교육과정평가원,126.9817444742,37.5874185176,종로구
312,1815,이화사거리,127.0022812884,37.5753200672,종로구
313,1816,연화정사,126.9794938432,37.6146490046,종로구
314,1817,대신중고,126.9616893251,37.5726178078,종로구
315,1818,동묘역.롯데캐슬,127.0157921305,37.5740286703,종로구
316,1819,현대사거리,126.9866353642,37.5792417814,종로구
317,1820,교남동주민센터,126.9612800199,37.5721522968,종로구
318,1821,부암동주민센터.무계원,126.9637682263,37.5929353403,종로구
319,1823,형제봉매표소,126.9816861503,37.6128643152,종로구
320,1824,교남동새마을금고,126.962337459,37.5714943551,종로구
321,1825,창신초교,127.0157200961,37.5760372123,종로구
322,1826,가회동주민센터,126.9851293823,37.5799426497,종로구
323,1827,볼링장,126.9879589184,37.5792554401,종로구
324,1829,부암슈퍼,126.9638602023,37.5947600723,종로구
325,1830,지구촌교회,126.9793481616,37.6130468496,종로구
326,1831,월암공원,126.9639860521,37.571188468,종로구
327,1832,숭인파출소,127.0155607478,37.5774150014,종로구
328,1833,북촌한옥마을.돈미약국,126.9851687446,37.5812807738,종로구
329,1835,하림각,126.9629663842,37.5976847268,종로구
330,1836,보현빌라,126.9782816235,37.6152615256,종로구
331,1837,스위스대사관,126.9658057546,37.569988785,종로구
332,1838,창신역.4번출구,127.0155054665,37.5783593519,종로구
333,1839,안국선원.삼거리,126.9852205387,37.5827432497,종로구
334,1840,세검정교회,126.9594704955,37.5995632468,종로구
335,1841,혜화동로터리,127.0010032298,37.5859196111,종로구
336,1842,북악휴게실,126.9781122953,37.6132637884,종로구
337,1843,서울시교육청,126.9668249505,37.5692429716,종로구
338,1844,창신쌍용1단지.종로센트레빌아파트,127.0155692785,37.5803228198,종로구
339,1845,사우디대사관,126.9852486243,37.583863308,종로구
340,1846,상명대입구,126.9574023475,37.5998544708,종로구
341,1847,혜화초등학교,126.9999909413,37.5873892922,종로구
342,1848,북악파크,126.9778558349,37.6110083234,종로구
343,1849,강북삼성병원,126.9683376852,37.5685315243,종로구
344,1850,청룡사.보문파크뷰자이아파트,127.0171508787,37.5797846496,종로구
345,1851,감사원,126.9855618026,37.5862656518,종로구
346,1852,국민생활관,126.9993137839,37.5896275957,종로구
347,1853,귀빈예식장,126.9733337071,37.6089952635,종로구
348,1855,종로센트레빌후문.e편한세상보문아파트,127.0162353711,37.5818978359,종로구
349,1856,통일부,126.9861073451,37.5875308468,종로구
350,1858,서울국제고등학교,126.9971407875,37.5890742944,종로구
351,1860,성대후문.와룡공원,126.989734001,37.5891522774,종로구
352,1861,상명초등학교,126.9568173576,37.600904926,종로구
353,1862,새마을금고,126.9965690016,37.5878406881,종로구
354,1863,경진빌라,126.9579482257,37.6018640911,종로구
355,1864,명륜시장.성대후문,126.9952305162,37.5887246101,종로구
356,1865,완성빌라,126.9576665157,37.6033399708,종로구
357,1866,양현관,126.9937685575,37.5897680031,종로구
358,1868,상명대후문,126.9574633677,37.6040715802,종로구
359,1869,샘미용실,126.9934084203,37.5902545716,종로구
360,1870,산정빌라,126.9575782035,37.6052835831,종로구
361,1872,문방구,126.9579809335,37.6061334517,종로구
362,1873,마트앞,126.958756466,37.6066987064,종로구
363,1874,국민은행.세검정지점,126.9607859545,37.6048873133,종로구
364,1875,화정박물관,126.965686732,37.604859104,종로구
365,1876,혜화역4번출구,127.0014561074,37.5834632357,종로구
366,1877,방송통신대앞,127.0019926794,37.5786973612,종로구
367,1878,서울대치과대학,126.9978748922,37.5773060748,종로구
368,1879,효제초교.연동교회,127.0022087811,37.5736413355,종로구
369,1881,성균관대학교,126.9900035953,37.5884638684,종로구
370,1882,독립문역,126.9594077577,37.5732838531,종로구
371,1883,서울대치과대학,126.9977741191,37.5776016307,종로구
372,1886,이화사거리,127.0020084833,37.5769483437,종로구
373,1887,서울대학교병원현관,126.9981567653,37.5789514712,종로구
374,1888,공평.종각,126.9832427053,37.5715937879,종로구
375,1889,조계사,126.9831199261,37.5738654222,종로구
376,1890,종로경찰서,126.984082977,37.5757100898,종로구
377,1893,인사동.아벤트리호텔,126.983156342,37.5730319178,종로구
378,1894,세종문화회관,126.9765653997,37.5722306242,종로구
379,8935,창신쌍용2단지.한성대후문,127.0127354927,37.5813963581,종로구
380,13035,독립문역.한성과학고,126.9564198085,37.5757049212,종로구
381,13037,영천시장,126.963006327,37.5696103835,종로구
382,2001,남대문세무서.서울백병원,126.9875299251,37.5649848069,중구
383,2002,서울백병원.가톨릭평화방송.국가인권위,126.9878515151,37.5643504711,중구
384,2003,서울역버스환승센터,126.9723557945,37.5550251461,중구
385,2004,서울역버스환승센터,126.9725027692,37.5554748264,중구
386,2005,서울역버스환승센터,126.9727617448,37.5553876977,중구
387,2006,서울역버스환승센터,126.9728547738,37.5554794133,중구
388,2007,서울역버스환승센터,126.9731162301,37.5554839786,중구
389,2008,숭례문,126.9737783904,37.5586388574,중구
390,2101,만리동고개,126.9626582054,37.551787064,중구
391,2102,손기정체육공원입구,126.9662339013,37.5544459527,중구
392,2103,경기여상입구,126.9679392973,37.5565519034,중구
393,2104,서울역서부,126.9693762438,37.5563255909,중구
394,2105,서울역서부,126.9692772863,37.556997907,중구
395,2106,서울역서부,126.9691354395,37.5583836266,중구
396,2107,종근당.충정로역,126.964480544,37.5595131906,중구
397,2108,한국경제신문사,126.967766091,37.5604386551,중구
398,2109,한국경제신문사,126.9681135141,37.5606234736,중구
399,2110,경찰청.동북아역사재단,126.9691267228,37.5630494858,중구
400,2111,써미트호텔,127.0067839769,37.5624042727,중구
401,2113,서대문경찰서.농협은행,126.9677868059,37.5649062803,중구
402,2116,염천교,126.9733602844,37.5598597457,중구
403,2117,숭례문,126.9731028443,37.558086335,중구
404,2118,숭례문.한국일보,126.9737375955,37.5587713091,중구
405,2120,후암삼거리,126.9760823693,37.5533418143,중구
406,2121,숭례문,126.9744042993,37.5587327085,중구
407,2122,숭례문,126.97402,37.558487,중구
408,2123,숭례문,126.973698264,37.557960316,중구
409,2124,남대문시장악세사리전문상가,126.9762051934,37.5586132397,중구
410,2125,숭례문남산방향,126.9756720863,37.5585581643,중구
411,2126,남대문시장,126.9800597585,37.561191081,중구
412,2127,북창동.남대문시장,126.97792,37.561175,중구
413,2128,시청앞,126.9765581213,37.5623244458,중구
414,2131,삼성본관앞,126.9759075283,37.5620517519,중구
415,2132,시청앞,126.9761427477,37.5627627622,중구
416,2133,서소문,126.9748872517,37.5632067407,중구
417,2134,서소문,126.9753398851,37.5636754044,중구
418,2137,서울신문사,126.9773647051,37.5683632936,중구
419,2139,우리은행종로지점,126.9829289124,37.5675190047,중구
420,2140,롯데백화점,126.982205,37.56451,중구
421,2141,해운센터.롯데영프라자,126.9815478394,37.5628907847,중구
422,2142,롯데영프라자,126.982008,37.562885,중구
423,2144,신세계앞,126.981512142,37.5607641991,중구
424,2145,남대문시장.회현역,126.9777650546,37.5582675237,중구
425,2146,남대문시장.회현역,126.9784645011,37.5584920257,중구
426,2147,남산3호터널,126.982669512,37.558455773,중구
427,2148,남산3호터널,126.9827190831,37.5594623018,중구
428,2149,명동입구,126.9852407503,37.5606538896,중구
429,2150,퇴계로2가.명동역,126.9844913623,37.5608934844,중구
430,2151,퇴계로3가.한옥마을.한국의집,126.9917289172,37.5612168046,중구
431,2152,퇴계로3가.한옥마을.한국의집,126.9924839556,37.5608717364,중구
432,2153,충무로역2번출구.대한극장앞,126.9949175906,37.5612232926,중구
433,2154,충무로역8번출구.대한극장앞,126.9965577393,37.5619180947,중구
434,2155,초동,126.9931119513,37.5633461766,중구
435,2156,을지로입구.로얄호텔,126.9853902774,37.5658757422,중구
436,2157,을지로입구.시청입구,126.9811712097,37.5661382638,중구
437,2158,을지로2가.기업은행본점.서울노동청,126.9865233528,37.566246226,중구
438,2159,을지로2가.파인에비뉴,126.9888281722,37.5660094793,중구
439,2160,을지로3가,126.9903755882,37.5663556351,중구
440,2161,을지로3가,126.9913276421,37.5661205237,중구
441,2162,을지로4가,126.9962179152,37.5666470197,중구
442,2163,을지로4가.베스트웨스턴국도,126.9968473297,37.5664010399,중구
443,2164,중구청앞.덕수중학교,126.9981401348,37.5647745951,중구
444,2165,을지로5가,126.999258524,37.5668182855,중구
445,2166,을지로5가.중부시장,127.0011150411,37.5666200422,중구
446,2167,방산시장.훈련원종합체육관,127.0024044565,37.5679608485,중구
447,2168,을지로5가.훈련원종합체육관,127.0025945654,37.5658243542,중구
448,2169,을지로6가.국립중앙의료원,127.006377762,37.5660747142,중구
449,2170,광희동,127.0072096931,37.5650528273,중구
450,2171,광희동,127.0079579375,37.5649951093,중구
451,2172,을지로6가.국립중앙의료원,127.0058434821,37.5664631128,중구
452,2173,동대문역사문화공원,127.0083555318,37.5673541422,중구
