자치구별,계약월,계약연도,전용면적(㎡),거래금액(만원),1m^2 전용면적당 거래금액(만원)
성북구,11,2018.0,74.0,30465.0,407.0
성북구,12,2018.0,75.0,30356.0,403.0
송파구,1,2018.0,80.0,45040.0,564.0
송파구,2,2018.0,78.0,43405.0,543.0
송파구,3,2018.0,80.0,44708.0,557.0
송파구,4,2018.0,81.0,44583.0,560.0
송파구,5,2018.0,79.0,43677.0,554.0
송파구,6,2018.0,82.0,45862.0,571.0
송파구,7,2018.0,81.0,45570.0,579.0
송파구,8,2018.0,81.0,46882.0,583.0
송파구,9,2018.0,80.0,47399.0,599.0
송파구,10,2018.0,79.0,46494.0,593.0
송파구,11,2018.0,81.0,48121.0,596.0
송파구,12,2018.0,82.0,48548.0,598.0
양천구,1,2018.0,77.0,37204.0,474.0
양천구,2,2018.0,78.0,38527.0,485.0
양천구,3,2018.0,75.0,36197.0,467.0
양천구,4,2018.0,76.0,35804.0,457.0
양천구,5,2018.0,77.0,38328.0,488.0
양천구,6,2018.0,77.0,38321.0,487.0
양천구,7,2018.0,74.0,36811.0,478.0
양천구,8,2018.0,74.0,37136.0,491.0
양천구,9,2018.0,77.0,41170.0,520.0
양천구,10,2018.0,77.0,39706.0,500.0
양천구,11,2018.0,80.0,43491.0,532.0
양천구,12,2018.0,79.0,43162.0,529.0
영등포구,1,2018.0,77.0,32944.0,432.0
영등포구,2,2018.0,76.0,34192.0,443.0
영등포구,3,2018.0,75.0,32170.0,433.0
영등포구,4,2018.0,74.0,32420.0,438.0
영등포구,5,2018.0,76.0,32290.0,434.0
영등포구,6,2018.0,73.0,31947.0,442.0
영등포구,7,2018.0,71.0,30446.0,424.0
영등포구,8,2018.0,74.0,33624.0,452.0
영등포구,9,2018.0,74.0,33156.0,446.0
영등포구,10,2018.0,74.0,34394.0,475.0
영등포구,11,2018.0,69.0,31568.0,463.0
영등포구,12,2018.0,72.0,32668.0,451.0
용산구,1,2018.0,94.0,45657.0,489.0
용산구,2,2018.0,88.0,43153.0,495.0
용산구,3,2018.0,94.0,46732.0,488.0
용산구,4,2018.0,90.0,42354.0,493.0
용산구,5,2018.0,89.0,42381.0,495.0
용산구,6,2018.0,90.0,42858.0,502.0
용산구,7,2018.0,97.0,60244.0,567.0
용산구,8,2018.0,89.0,44957.0,513.0
용산구,9,2018.0,88.0,43743.0,510.0
용산구,10,2018.0,88.0,43870.0,506.0
용산구,11,2018.0,83.0,40254.0,510.0
용산구,12,2018.0,84.0,44074.0,543.0
은평구,1,2018.0,74.0,26801.0,365.0
은평구,2,2018.0,73.0,24326.0,343.0
은평구,3,2018.0,73.0,27446.0,384.0
은평구,4,2018.0,74.0,24942.0,339.0
은평구,5,2018.0,76.0,28232.0,376.0
은평구,6,2018.0,74.0,28429.0,395.0
은평구,7,2018.0,72.0,23565.0,312.0
은평구,8,2018.0,74.0,26713.0,359.0
은평구,9,2018.0,76.0,27210.0,367.0
은평구,10,2018.0,76.0,28131.0,379.0
은평구,11,2018.0,74.0,28518.0,407.0
은평구,12,2018.0,67.0,26825.0,408.0
종로구,1,2018.0,61.0,25238.0,387.0
종로구,2,2018.0,76.0,34452.0,412.0
종로구,3,2018.0,83.0,35104.0,409.0
종로구,4,2018.0,69.0,27771.0,360.0
종로구,5,2018.0,82.0,38745.0,466.0
종로구,6,2018.0,74.0,31759.0,399.0
종로구,7,2018.0,75.0,33270.0,403.0
종로구,8,2018.0,77.0,32640.0,403.0
종로구,9,2018.0,70.0,32203.0,438.0
종로구,10,2018.0,82.0,39056.0,465.0
종로구,11,2018.0,70.0,34107.0,455.0
종로구,12,2018.0,76.0,35899.0,433.0
중구,1,2018.0,71.0,33364.0,477.0
중구,2,2018.0,73.0,34810.0,455.0
중구,3,2018.0,78.0,36360.0,466.0
중구,4,2018.0,73.0,35239.0,500.0
중구,5,2018.0,64.0,32360.0,518.0
중구,6,2018.0,68.0,33261.0,500.0
중구,7,2018.0,72.0,33649.0,479.0
중구,8,2018.0,73.0,36685.0,495.0
중구,9,2018.0,70.0,33498.0,458.0
중구,10,2018.0,77.0,36987.0,484.0
중구,11,2018.0,69.0,32990.0,480.0
중구,12,2018.0,71.0,34242.0,493.0
중랑구,1,2018.0,68.0,22632.0,322.0
중랑구,2,2018.0,65.0,18147.0,274.0
중랑구,3,2018.0,68.0,19213.0,276.0
중랑구,4,2018.0,68.0,21629.0,306.0
중랑구,5,2018.0,66.0,21743.0,315.0
중랑구,6,2018.0,66.0,21254.0,312.0
중랑구,7,2018.0,65.0,21132.0,318.0
중랑구,8,2018.0,65.0,18731.0,275.0
중랑구,9,2018.0,65.0,22671.0,324.0
중랑구,10,2018.0,67.0,22696.0,329.0
중랑구,11,2018.0,63.0,21372.0,334.0
중랑구,12,2018.0,66.0,22603.0,338.0
